EXIT ZONE,NETWORK,STANDING CHARGE,UNIT RATE,MIN AQ,MAX AQ,CONTRACT LENGTH,EARLIEST START DATE,MAX START DATE
WA2,Wales South,0,2.592,293072,350000,12,13/03/2018,28/02/2019
EA1,East of England,0,2.49,350001,400000,12,13/03/2018,28/02/2019
EA2,East of England,0,2.49,350001,400000,12,13/03/2018,28/02/2019
EA3,East of England,0,2.49,350001,400000,12,13/03/2018,28/02/2019
EA4,East of England,0,2.49,350001,400000,12,13/03/2018,28/02/2019
EM1,East Midlands,0,2.501,350001,400000,12,13/03/2018,28/02/2019
EM2,East Midlands,0,2.501,350001,400000,12,13/03/2018,28/02/2019
EM3,East Midlands,0,2.501,350001,400000,12,13/03/2018,28/02/2019
EM4,East Midlands,0,2.501,350001,400000,12,13/03/2018,28/02/2019
NE1,North of England,0,2.589,350001,400000,12,13/03/2018,28/02/2019
NE2,North of England,0,2.589,350001,400000,12,13/03/2018,28/02/2019
NE3,North of England,0,2.589,350001,400000,12,13/03/2018,28/02/2019
NO1,North of England,0,2.59,350001,400000,12,13/03/2018,28/02/2019
NO2,North of England,0,2.59,350001,400000,12,13/03/2018,28/02/2019
NT1,London,0,2.621,350001,400000,12,13/03/2018,28/02/2019
NT2,London,0,2.621,350001,400000,12,13/03/2018,28/02/2019
NT3,London,0,2.621,350001,400000,12,13/03/2018,28/02/2019
NW1,North West,0,2.619,350001,400000,12,13/03/2018,28/02/2019
NW2,North West,0,2.619,350001,400000,12,13/03/2018,28/02/2019
SC1,Scotland,0,2.626,350001,400000,12,13/03/2018,28/02/2019
SC2,Scotland,0,2.626,350001,400000,12,13/03/2018,28/02/2019
SC4,Scotland,0,2.626,350001,400000,12,13/03/2018,28/02/2019
SE1,South of England,0,2.599,350001,400000,12,13/03/2018,28/02/2019
SE2,South of England,0,2.599,350001,400000,12,13/03/2018,28/02/2019
SO1,South of England,0,2.626,350001,400000,12,13/03/2018,28/02/2019
SO2,South of England,0,2.626,350001,400000,12,13/03/2018,28/02/2019
SW1,South West,0,2.73,350001,400000,12,13/03/2018,28/02/2019
SW2,South West,0,2.73,350001,400000,12,13/03/2018,28/02/2019
SW3,South West,0,2.73,350001,400000,12,13/03/2018,28/02/2019
WM1,West Midlands,0,2.629,350001,400000,12,13/03/2018,28/02/2019
WM2,West Midlands,0,2.629,350001,400000,12,13/03/2018,28/02/2019
WM3,West Midlands,0,2.629,350001,400000,12,13/03/2018,28/02/2019
WA1,Wales North,0,2.667,350001,400000,12,13/03/2018,28/02/2019
WA2,Wales South,0,2.587,350001,400000,12,13/03/2018,28/02/2019
EA1,East of England,0,2.504,400001,450000,12,13/03/2018,28/02/2019
EA2,East of England,0,2.504,400001,450000,12,13/03/2018,28/02/2019
EA3,East of England,0,2.504,400001,450000,12,13/03/2018,28/02/2019
EA4,East of England,0,2.504,400001,450000,12,13/03/2018,28/02/2019
EM1,East Midlands,0,2.515,400001,450000,12,13/03/2018,28/02/2019
EM2,East Midlands,0,2.515,400001,450000,12,13/03/2018,28/02/2019
EM3,East Midlands,0,2.515,400001,450000,12,13/03/2018,28/02/2019
EM4,East Midlands,0,2.515,400001,450000,12,13/03/2018,28/02/2019
NE1,North of England,0,2.603,400001,450000,12,13/03/2018,28/02/2019
NE2,North of England,0,2.603,400001,450000,12,13/03/2018,28/02/2019
NE3,North of England,0,2.603,400001,450000,12,13/03/2018,28/02/2019
NO1,North of England,0,2.604,400001,450000,12,13/03/2018,28/02/2019
NO2,North of England,0,2.604,400001,450000,12,13/03/2018,28/02/2019
NT1,London,0,2.633,400001,450000,12,13/03/2018,28/02/2019
NT2,London,0,2.633,400001,450000,12,13/03/2018,28/02/2019
NT3,London,0,2.633,400001,450000,12,13/03/2018,28/02/2019
NW1,North West,0,2.633,400001,450000,12,13/03/2018,28/02/2019
NW2,North West,0,2.633,400001,450000,12,13/03/2018,28/02/2019
SC1,Scotland,0,2.64,400001,450000,12,13/03/2018,28/02/2019
SC2,Scotland,0,2.64,400001,450000,12,13/03/2018,28/02/2019
SC4,Scotland,0,2.64,400001,450000,12,13/03/2018,28/02/2019
SE1,South of England,0,2.612,400001,450000,12,13/03/2018,28/02/2019
SE2,South of England,0,2.612,400001,450000,12,13/03/2018,28/02/2019
SO1,South of England,0,2.64,400001,450000,12,13/03/2018,28/02/2019
SO2,South of England,0,2.64,400001,450000,12,13/03/2018,28/02/2019
SW1,South West,0,2.744,400001,450000,12,13/03/2018,28/02/2019
SW2,South West,0,2.744,400001,450000,12,13/03/2018,28/02/2019
SW3,South West,0,2.744,400001,450000,12,13/03/2018,28/02/2019
WM1,West Midlands,0,2.643,400001,450000,12,13/03/2018,28/02/2019
WM2,West Midlands,0,2.643,400001,450000,12,13/03/2018,28/02/2019
WM3,West Midlands,0,2.643,400001,450000,12,13/03/2018,28/02/2019
WA1,Wales North,0,2.681,400001,450000,12,13/03/2018,28/02/2019
WA2,Wales South,0,2.6,400001,450000,12,13/03/2018,28/02/2019
EA1,East of England,0,2.494,450001,500000,12,13/03/2018,28/02/2019
EA2,East of England,0,2.494,450001,500000,12,13/03/2018,28/02/2019
EA3,East of England,0,2.494,450001,500000,12,13/03/2018,28/02/2019
EA4,East of England,0,2.494,450001,500000,12,13/03/2018,28/02/2019
EM1,East Midlands,0,2.504,450001,500000,12,13/03/2018,28/02/2019
EM2,East Midlands,0,2.504,450001,500000,12,13/03/2018,28/02/2019
EM3,East Midlands,0,2.504,450001,500000,12,13/03/2018,28/02/2019
EM4,East Midlands,0,2.504,450001,500000,12,13/03/2018,28/02/2019
NE1,North of England,0,2.591,450001,500000,12,13/03/2018,28/02/2019
NE2,North of England,0,2.591,450001,500000,12,13/03/2018,28/02/2019
NE3,North of England,0,2.591,450001,500000,12,13/03/2018,28/02/2019
NO1,North of England,0,2.593,450001,500000,12,13/03/2018,28/02/2019
NO2,North of England,0,2.593,450001,500000,12,13/03/2018,28/02/2019
NT1,London,0,2.622,450001,500000,12,13/03/2018,28/02/2019
NT2,London,0,2.622,450001,500000,12,13/03/2018,28/02/2019
NT3,London,0,2.622,450001,500000,12,13/03/2018,28/02/2019
NW1,North West,0,2.623,450001,500000,12,13/03/2018,28/02/2019
NW2,North West,0,2.623,450001,500000,12,13/03/2018,28/02/2019
SC1,Scotland,0,2.629,450001,500000,12,13/03/2018,28/02/2019
SC2,Scotland,0,2.629,450001,500000,12,13/03/2018,28/02/2019
SC4,Scotland,0,2.629,450001,500000,12,13/03/2018,28/02/2019
SE1,South of England,0,2.602,450001,500000,12,13/03/2018,28/02/2019
SE2,South of England,0,2.602,450001,500000,12,13/03/2018,28/02/2019
SO1,South of England,0,2.629,450001,500000,12,13/03/2018,28/02/2019
SO2,South of England,0,2.629,450001,500000,12,13/03/2018,28/02/2019
SW1,South West,0,2.733,450001,500000,12,13/03/2018,28/02/2019
SW2,South West,0,2.733,450001,500000,12,13/03/2018,28/02/2019
SW3,South West,0,2.733,450001,500000,12,13/03/2018,28/02/2019
WM1,West Midlands,0,2.633,450001,500000,12,13/03/2018,28/02/2019
WM2,West Midlands,0,2.633,450001,500000,12,13/03/2018,28/02/2019
WM3,West Midlands,0,2.633,450001,500000,12,13/03/2018,28/02/2019
WA1,Wales North,0,2.67,450001,500000,12,13/03/2018,28/02/2019
WA2,Wales South,0,2.589,450001,500000,12,13/03/2018,28/02/2019
EA1,East of England,0,3.159,10001,35000,24,13/03/2018,28/02/2019
EA2,East of England,0,3.159,10001,35000,24,13/03/2018,28/02/2019
EA3,East of England,0,3.159,10001,35000,24,13/03/2018,28/02/2019
EA4,East of England,0,3.159,10001,35000,24,13/03/2018,28/02/2019
EM1,East Midlands,0,3.16,10001,35000,24,13/03/2018,28/02/2019
EM2,East Midlands,0,3.16,10001,35000,24,13/03/2018,28/02/2019
EM3,East Midlands,0,3.16,10001,35000,24,13/03/2018,28/02/2019
EM4,East Midlands,0,3.16,10001,35000,24,13/03/2018,28/02/2019
NE1,North of England,0,3.275,10001,35000,24,13/03/2018,28/02/2019
NE2,North of England,0,3.275,10001,35000,24,13/03/2018,28/02/2019
NE3,North of England,0,3.275,10001,35000,24,13/03/2018,28/02/2019
NO1,North of England,0,3.275,10001,35000,24,13/03/2018,28/02/2019
NO2,North of England,0,3.275,10001,35000,24,13/03/2018,28/02/2019
NT1,London,0,3.315,10001,35000,24,13/03/2018,28/02/2019
NT2,London,0,3.315,10001,35000,24,13/03/2018,28/02/2019
NT3,London,0,3.315,10001,35000,24,13/03/2018,28/02/2019
NW1,North West,0,3.276,10001,35000,24,13/03/2018,28/02/2019
NW2,North West,0,3.276,10001,35000,24,13/03/2018,28/02/2019
SC1,Scotland,0,3.294,10001,35000,24,13/03/2018,28/02/2019
SC2,Scotland,0,3.294,10001,35000,24,13/03/2018,28/02/2019
SC4,Scotland,0,3.294,10001,35000,24,13/03/2018,28/02/2019
SE1,South of England,0,3.261,10001,35000,24,13/03/2018,28/02/2019
SE2,South of England,0,3.261,10001,35000,24,13/03/2018,28/02/2019
SO1,South of England,0,3.299,10001,35000,24,13/03/2018,28/02/2019
SO2,South of England,0,3.299,10001,35000,24,13/03/2018,28/02/2019
SW1,South West,0,3.391,10001,35000,24,13/03/2018,28/02/2019
SW2,South West,0,3.391,10001,35000,24,13/03/2018,28/02/2019
SW3,South West,0,3.391,10001,35000,24,13/03/2018,28/02/2019
WM1,West Midlands,0,3.219,10001,35000,24,13/03/2018,28/02/2019
WM2,West Midlands,0,3.219,10001,35000,24,13/03/2018,28/02/2019
WM3,West Midlands,0,3.219,10001,35000,24,13/03/2018,28/02/2019
WA1,Wales North,0,3.334,10001,35000,24,13/03/2018,28/02/2019
WA2,Wales South,0,3.257,10001,35000,24,13/03/2018,28/02/2019
EA1,East of England,0,2.924,35001,73268,24,13/03/2018,28/02/2019
EA2,East of England,0,2.924,35001,73268,24,13/03/2018,28/02/2019
EA3,East of England,0,2.924,35001,73268,24,13/03/2018,28/02/2019
EA4,East of England,0,2.924,35001,73268,24,13/03/2018,28/02/2019
EM1,East Midlands,0,2.94,35001,73268,24,13/03/2018,28/02/2019
EM2,East Midlands,0,2.94,35001,73268,24,13/03/2018,28/02/2019
EM3,East Midlands,0,2.94,35001,73268,24,13/03/2018,28/02/2019
EM4,East Midlands,0,2.94,35001,73268,24,13/03/2018,28/02/2019
NE1,North of England,0,3.05,35001,73268,24,13/03/2018,28/02/2019
NE2,North of England,0,3.05,35001,73268,24,13/03/2018,28/02/2019
NE3,North of England,0,3.05,35001,73268,24,13/03/2018,28/02/2019
NO1,North of England,0,3.05,35001,73268,24,13/03/2018,28/02/2019
NO2,North of England,0,3.05,35001,73268,24,13/03/2018,28/02/2019
NT1,London,0,3.094,35001,73268,24,13/03/2018,28/02/2019
NT2,London,0,3.094,35001,73268,24,13/03/2018,28/02/2019
NT3,London,0,3.094,35001,73268,24,13/03/2018,28/02/2019
NW1,North West,0,3.043,35001,73268,24,13/03/2018,28/02/2019
NW2,North West,0,3.043,35001,73268,24,13/03/2018,28/02/2019
SC1,Scotland,0,3.079,35001,73268,24,13/03/2018,28/02/2019
SC2,Scotland,0,3.079,35001,73268,24,13/03/2018,28/02/2019
SC4,Scotland,0,3.079,35001,73268,24,13/03/2018,28/02/2019
SE1,South of England,0,3.047,35001,73268,24,13/03/2018,28/02/2019
SE2,South of England,0,3.047,35001,73268,24,13/03/2018,28/02/2019
SO1,South of England,0,3.076,35001,73268,24,13/03/2018,28/02/2019
SO2,South of England,0,3.076,35001,73268,24,13/03/2018,28/02/2019
SW1,South West,0,3.175,35001,73268,24,13/03/2018,28/02/2019
SW2,South West,0,3.175,35001,73268,24,13/03/2018,28/02/2019
SW3,South West,0,3.175,35001,73268,24,13/03/2018,28/02/2019
WM1,West Midlands,0,2.993,35001,73268,24,13/03/2018,28/02/2019
WM2,West Midlands,0,2.993,35001,73268,24,13/03/2018,28/02/2019
WM3,West Midlands,0,2.993,35001,73268,24,13/03/2018,28/02/2019
WA1,Wales North,0,3.109,35001,73268,24,13/03/2018,28/02/2019
WA2,Wales South,0,3.029,35001,73268,24,13/03/2018,28/02/2019
EA1,East of England,0,2.57,73269,110000,24,13/03/2018,28/02/2019
EA2,East of England,0,2.57,73269,110000,24,13/03/2018,28/02/2019
EA3,East of England,0,2.57,73269,110000,24,13/03/2018,28/02/2019
EA4,East of England,0,2.57,73269,110000,24,13/03/2018,28/02/2019
EM1,East Midlands,0,2.578,73269,110000,24,13/03/2018,28/02/2019
EM2,East Midlands,0,2.578,73269,110000,24,13/03/2018,28/02/2019
EM3,East Midlands,0,2.578,73269,110000,24,13/03/2018,28/02/2019
EM4,East Midlands,0,2.578,73269,110000,24,13/03/2018,28/02/2019
NE1,North of England,0,2.702,73269,110000,24,13/03/2018,28/02/2019
NE2,North of England,0,2.702,73269,110000,24,13/03/2018,28/02/2019
NE3,North of England,0,2.702,73269,110000,24,13/03/2018,28/02/2019
NO1,North of England,0,2.707,73269,110000,24,13/03/2018,28/02/2019
NO2,North of England,0,2.707,73269,110000,24,13/03/2018,28/02/2019
NT1,London,0,2.753,73269,110000,24,13/03/2018,28/02/2019
NT2,London,0,2.753,73269,110000,24,13/03/2018,28/02/2019
NT3,London,0,2.753,73269,110000,24,13/03/2018,28/02/2019
NW1,North West,0,2.702,73269,110000,24,13/03/2018,28/02/2019
NW2,North West,0,2.702,73269,110000,24,13/03/2018,28/02/2019
SC1,Scotland,0,2.728,73269,110000,24,13/03/2018,28/02/2019
SC2,Scotland,0,2.728,73269,110000,24,13/03/2018,28/02/2019
SC4,Scotland,0,2.728,73269,110000,24,13/03/2018,28/02/2019
SE1,South of England,0,2.695,73269,110000,24,13/03/2018,28/02/2019
SE2,South of England,0,2.695,73269,110000,24,13/03/2018,28/02/2019
SO1,South of England,0,2.72,73269,110000,24,13/03/2018,28/02/2019
SO2,South of England,0,2.72,73269,110000,24,13/03/2018,28/02/2019
SW1,South West,0,2.849,73269,110000,24,13/03/2018,28/02/2019
SW2,South West,0,2.849,73269,110000,24,13/03/2018,28/02/2019
SW3,South West,0,2.849,73269,110000,24,13/03/2018,28/02/2019
WM1,West Midlands,0,2.713,73269,110000,24,13/03/2018,28/02/2019
WM2,West Midlands,0,2.713,73269,110000,24,13/03/2018,28/02/2019
WM3,West Midlands,0,2.713,73269,110000,24,13/03/2018,28/02/2019
WA1,Wales North,0,2.785,73269,110000,24,13/03/2018,28/02/2019
WA2,Wales South,0,2.703,73269,110000,24,13/03/2018,28/02/2019
EA1,East of England,0,2.51,110001,145000,24,13/03/2018,28/02/2019
EA2,East of England,0,2.51,110001,145000,24,13/03/2018,28/02/2019
EA3,East of England,0,2.51,110001,145000,24,13/03/2018,28/02/2019
EA4,East of England,0,2.51,110001,145000,24,13/03/2018,28/02/2019
EM1,East Midlands,0,2.518,110001,145000,24,13/03/2018,28/02/2019
EM2,East Midlands,0,2.518,110001,145000,24,13/03/2018,28/02/2019
EM3,East Midlands,0,2.518,110001,145000,24,13/03/2018,28/02/2019
EM4,East Midlands,0,2.518,110001,145000,24,13/03/2018,28/02/2019
NE1,North of England,0,2.638,110001,145000,24,13/03/2018,28/02/2019
NE2,North of England,0,2.638,110001,145000,24,13/03/2018,28/02/2019
NE3,North of England,0,2.638,110001,145000,24,13/03/2018,28/02/2019
NO1,North of England,0,2.641,110001,145000,24,13/03/2018,28/02/2019
NO2,North of England,0,2.641,110001,145000,24,13/03/2018,28/02/2019
NT1,London,0,2.684,110001,145000,24,13/03/2018,28/02/2019
NT2,London,0,2.684,110001,145000,24,13/03/2018,28/02/2019
NT3,London,0,2.684,110001,145000,24,13/03/2018,28/02/2019
NW1,North West,0,2.647,110001,145000,24,13/03/2018,28/02/2019
NW2,North West,0,2.647,110001,145000,24,13/03/2018,28/02/2019
SC1,Scotland,0,2.663,110001,145000,24,13/03/2018,28/02/2019
SC2,Scotland,0,2.663,110001,145000,24,13/03/2018,28/02/2019
SC4,Scotland,0,2.663,110001,145000,24,13/03/2018,28/02/2019
SE1,South of England,0,2.63,110001,145000,24,13/03/2018,28/02/2019
SE2,South of England,0,2.63,110001,145000,24,13/03/2018,28/02/2019
SO1,South of England,0,2.657,110001,145000,24,13/03/2018,28/02/2019
SO2,South of England,0,2.657,110001,145000,24,13/03/2018,28/02/2019
SW1,South West,0,2.785,110001,145000,24,13/03/2018,28/02/2019
SW2,South West,0,2.785,110001,145000,24,13/03/2018,28/02/2019
SW3,South West,0,2.785,110001,145000,24,13/03/2018,28/02/2019
WM1,West Midlands,0,2.655,110001,145000,24,13/03/2018,28/02/2019
WM2,West Midlands,0,2.655,110001,145000,24,13/03/2018,28/02/2019
WM3,West Midlands,0,2.655,110001,145000,24,13/03/2018,28/02/2019
WA1,Wales North,0,2.721,110001,145000,24,13/03/2018,28/02/2019
WA2,Wales South,0,2.639,110001,145000,24,13/03/2018,28/02/2019
EA1,East of England,0,2.476,145001,220000,24,13/03/2018,28/02/2019
EA2,East of England,0,2.476,145001,220000,24,13/03/2018,28/02/2019
EA3,East of England,0,2.476,145001,220000,24,13/03/2018,28/02/2019
EA4,East of England,0,2.476,145001,220000,24,13/03/2018,28/02/2019
EM1,East Midlands,0,2.487,145001,220000,24,13/03/2018,28/02/2019
EM2,East Midlands,0,2.487,145001,220000,24,13/03/2018,28/02/2019
EM3,East Midlands,0,2.487,145001,220000,24,13/03/2018,28/02/2019
EM4,East Midlands,0,2.487,145001,220000,24,13/03/2018,28/02/2019
NE1,North of England,0,2.603,145001,220000,24,13/03/2018,28/02/2019
NE2,North of England,0,2.603,145001,220000,24,13/03/2018,28/02/2019
NE3,North of England,0,2.603,145001,220000,24,13/03/2018,28/02/2019
NO1,North of England,0,2.603,145001,220000,24,13/03/2018,28/02/2019
NO2,North of England,0,2.603,145001,220000,24,13/03/2018,28/02/2019
NT1,London,0,2.646,145001,220000,24,13/03/2018,28/02/2019
NT2,London,0,2.646,145001,220000,24,13/03/2018,28/02/2019
NT3,London,0,2.646,145001,220000,24,13/03/2018,28/02/2019
NW1,North West,0,2.617,145001,220000,24,13/03/2018,28/02/2019
NW2,North West,0,2.617,145001,220000,24,13/03/2018,28/02/2019
SC1,Scotland,0,2.628,145001,220000,24,13/03/2018,28/02/2019
SC2,Scotland,0,2.628,145001,220000,24,13/03/2018,28/02/2019
SC4,Scotland,0,2.628,145001,220000,24,13/03/2018,28/02/2019
SE1,South of England,0,2.596,145001,220000,24,13/03/2018,28/02/2019
SE2,South of England,0,2.596,145001,220000,24,13/03/2018,28/02/2019
SO1,South of England,0,2.622,145001,220000,24,13/03/2018,28/02/2019
SO2,South of England,0,2.622,145001,220000,24,13/03/2018,28/02/2019
SW1,South West,0,2.75,145001,220000,24,13/03/2018,28/02/2019
SW2,South West,0,2.75,145001,220000,24,13/03/2018,28/02/2019
SW3,South West,0,2.75,145001,220000,24,13/03/2018,28/02/2019
WM1,West Midlands,0,2.621,145001,220000,24,13/03/2018,28/02/2019
WM2,West Midlands,0,2.621,145001,220000,24,13/03/2018,28/02/2019
WM3,West Midlands,0,2.621,145001,220000,24,13/03/2018,28/02/2019
WA1,Wales North,0,2.687,145001,220000,24,13/03/2018,28/02/2019
WA2,Wales South,0,2.604,145001,220000,24,13/03/2018,28/02/2019
EA1,East of England,0,2.47,220001,293071,24,13/03/2018,28/02/2019
EA2,East of England,0,2.47,220001,293071,24,13/03/2018,28/02/2019
EA3,East of England,0,2.47,220001,293071,24,13/03/2018,28/02/2019
EA4,East of England,0,2.47,220001,293071,24,13/03/2018,28/02/2019
EM1,East Midlands,0,2.482,220001,293071,24,13/03/2018,28/02/2019
EM2,East Midlands,0,2.482,220001,293071,24,13/03/2018,28/02/2019
EM3,East Midlands,0,2.482,220001,293071,24,13/03/2018,28/02/2019
EM4,East Midlands,0,2.482,220001,293071,24,13/03/2018,28/02/2019
NE1,North of England,0,2.597,220001,293071,24,13/03/2018,28/02/2019
NE2,North of England,0,2.597,220001,293071,24,13/03/2018,28/02/2019
NE3,North of England,0,2.597,220001,293071,24,13/03/2018,28/02/2019
NO1,North of England,0,2.599,220001,293071,24,13/03/2018,28/02/2019
NO2,North of England,0,2.599,220001,293071,24,13/03/2018,28/02/2019
NT1,London,0,2.637,220001,293071,24,13/03/2018,28/02/2019
NT2,London,0,2.637,220001,293071,24,13/03/2018,28/02/2019
NT3,London,0,2.637,220001,293071,24,13/03/2018,28/02/2019
NW1,North West,0,2.616,220001,293071,24,13/03/2018,28/02/2019
NW2,North West,0,2.616,220001,293071,24,13/03/2018,28/02/2019
SC1,Scotland,0,2.625,220001,293071,24,13/03/2018,28/02/2019
SC2,Scotland,0,2.625,220001,293071,24,13/03/2018,28/02/2019
SC4,Scotland,0,2.625,220001,293071,24,13/03/2018,28/02/2019
SE1,South of England,0,2.591,220001,293071,24,13/03/2018,28/02/2019
SE2,South of England,0,2.591,220001,293071,24,13/03/2018,28/02/2019
SO1,South of England,0,2.619,220001,293071,24,13/03/2018,28/02/2019
SO2,South of England,0,2.619,220001,293071,24,13/03/2018,28/02/2019
SW1,South West,0,2.75,220001,293071,24,13/03/2018,28/02/2019
SW2,South West,0,2.75,220001,293071,24,13/03/2018,28/02/2019
SW3,South West,0,2.75,220001,293071,24,13/03/2018,28/02/2019
WM1,West Midlands,0,2.621,220001,293071,24,13/03/2018,28/02/2019
WM2,West Midlands,0,2.621,220001,293071,24,13/03/2018,28/02/2019
WM3,West Midlands,0,2.621,220001,293071,24,13/03/2018,28/02/2019
WA1,Wales North,0,2.685,220001,293071,24,13/03/2018,28/02/2019
WA2,Wales South,0,2.6,220001,293071,24,13/03/2018,28/02/2019
EA1,East of England,0,2.465,293072,350000,24,13/03/2018,28/02/2019
EA2,East of England,0,2.465,293072,350000,24,13/03/2018,28/02/2019
EA3,East of England,0,2.465,293072,350000,24,13/03/2018,28/02/2019
EA4,East of England,0,2.465,293072,350000,24,13/03/2018,28/02/2019
EM1,East Midlands,0,2.476,293072,350000,24,13/03/2018,28/02/2019
EM2,East Midlands,0,2.476,293072,350000,24,13/03/2018,28/02/2019
EM3,East Midlands,0,2.476,293072,350000,24,13/03/2018,28/02/2019
EM4,East Midlands,0,2.476,293072,350000,24,13/03/2018,28/02/2019
NE1,North of England,0,2.59,293072,350000,24,13/03/2018,28/02/2019
NE2,North of England,0,2.59,293072,350000,24,13/03/2018,28/02/2019
NE3,North of England,0,2.59,293072,350000,24,13/03/2018,28/02/2019
NO1,North of England,0,2.591,293072,350000,24,13/03/2018,28/02/2019
NO2,North of England,0,2.591,293072,350000,24,13/03/2018,28/02/2019
NT1,London,0,2.629,293072,350000,24,13/03/2018,28/02/2019
NT2,London,0,2.629,293072,350000,24,13/03/2018,28/02/2019
NT3,London,0,2.629,293072,350000,24,13/03/2018,28/02/2019
NW1,North West,0,2.612,293072,350000,24,13/03/2018,28/02/2019
NW2,North West,0,2.612,293072,350000,24,13/03/2018,28/02/2019
SC1,Scotland,0,2.618,293072,350000,24,13/03/2018,28/02/2019
SC2,Scotland,0,2.618,293072,350000,24,13/03/2018,28/02/2019
SC4,Scotland,0,2.618,293072,350000,24,13/03/2018,28/02/2019
SE1,South of England,0,2.585,293072,350000,24,13/03/2018,28/02/2019
SE2,South of England,0,2.585,293072,350000,24,13/03/2018,28/02/2019
SO1,South of England,0,2.612,293072,350000,24,13/03/2018,28/02/2019
SO2,South of England,0,2.612,293072,350000,24,13/03/2018,28/02/2019
SW1,South West,0,2.743,293072,350000,24,13/03/2018,28/02/2019
SW2,South West,0,2.743,293072,350000,24,13/03/2018,28/02/2019
SW3,South West,0,2.743,293072,350000,24,13/03/2018,28/02/2019
WM1,West Midlands,0,2.616,293072,350000,24,13/03/2018,28/02/2019
WM2,West Midlands,0,2.616,293072,350000,24,13/03/2018,28/02/2019
WM3,West Midlands,0,2.616,293072,350000,24,13/03/2018,28/02/2019
WA1,Wales North,0,2.678,293072,350000,24,13/03/2018,28/02/2019
WA2,Wales South,0,2.593,293072,350000,24,13/03/2018,28/02/2019
EA1,East of England,0,2.46,350001,400000,24,13/03/2018,28/02/2019
EA2,East of England,0,2.46,350001,400000,24,13/03/2018,28/02/2019
EA3,East of England,0,2.46,350001,400000,24,13/03/2018,28/02/2019
EA4,East of England,0,2.46,350001,400000,24,13/03/2018,28/02/2019
EM1,East Midlands,0,2.47,350001,400000,24,13/03/2018,28/02/2019
EM2,East Midlands,0,2.47,350001,400000,24,13/03/2018,28/02/2019
EM3,East Midlands,0,2.47,350001,400000,24,13/03/2018,28/02/2019
EM4,East Midlands,0,2.47,350001,400000,24,13/03/2018,28/02/2019
NE1,North of England,0,2.584,350001,400000,24,13/03/2018,28/02/2019
NE2,North of England,0,2.584,350001,400000,24,13/03/2018,28/02/2019
NE3,North of England,0,2.584,350001,400000,24,13/03/2018,28/02/2019
NO1,North of England,0,2.585,350001,400000,24,13/03/2018,28/02/2019
NO2,North of England,0,2.585,350001,400000,24,13/03/2018,28/02/2019
NT1,London,0,2.622,350001,400000,24,13/03/2018,28/02/2019
NT2,London,0,2.622,350001,400000,24,13/03/2018,28/02/2019
NT3,London,0,2.622,350001,400000,24,13/03/2018,28/02/2019
NW1,North West,0,2.607,350001,400000,24,13/03/2018,28/02/2019
NW2,North West,0,2.607,350001,400000,24,13/03/2018,28/02/2019
SC1,Scotland,0,2.612,350001,400000,24,13/03/2018,28/02/2019
SC2,Scotland,0,2.612,350001,400000,24,13/03/2018,28/02/2019
SC4,Scotland,0,2.612,350001,400000,24,13/03/2018,28/02/2019
SE1,South of England,0,2.579,350001,400000,24,13/03/2018,28/02/2019
SE2,South of England,0,2.579,350001,400000,24,13/03/2018,28/02/2019
SO1,South of England,0,2.606,350001,400000,24,13/03/2018,28/02/2019
SO2,South of England,0,2.606,350001,400000,24,13/03/2018,28/02/2019
SW1,South West,0,2.738,350001,400000,24,13/03/2018,28/02/2019
SW2,South West,0,2.738,350001,400000,24,13/03/2018,28/02/2019
SW3,South West,0,2.738,350001,400000,24,13/03/2018,28/02/2019
WM1,West Midlands,0,2.61,350001,400000,24,13/03/2018,28/02/2019
WM2,West Midlands,0,2.61,350001,400000,24,13/03/2018,28/02/2019
WM3,West Midlands,0,2.61,350001,400000,24,13/03/2018,28/02/2019
WA1,Wales North,0,2.672,350001,400000,24,13/03/2018,28/02/2019
